System,Site,Process,Condition,ICM V4.0,ICM V3.1 Surgical,ICM V3.1 Non-surgical,Unique code,APII code
Gastrointestinal,Small bowel,Non-traumatic perforation or fistula,Non-traumatic perforation of small bowel,3.5.57.1,1.3.5.57.1,2.3.5.57.1,GA89,G26
Gastrointestinal,Small bowel,Non-traumatic perforation or fistula,Leaking small bowel anastomosis,3.5.57.2,1.3.5.57.2,2.3.5.57.2,GA77,G26
Gastrointestinal,Small bowel,Non-traumatic perforation or fistula,Non-trauma related entero-enteric or entero-cutaneous fistula,3.5.57.3,1.3.5.57.3,2.3.5.57.3,GA197,G26
Gastrointestinal,Small bowel,Non-traumatic perforation or fistula,Entero-vascular fistula,3.5.57.4,1.3.5.57.4,2.3.5.57.4,GA30,G23
Gastrointestinal,Small bowel,Non-traumatic perforation or fistula,Inflammatory perforation of small bowel,3.5.57.5,1.3.5.57.5,2.3.5.57.5,GA55,G26
Gastrointestinal,Small bowel,Congenital or acquired deformity or abnormality,Small bowel stoma,3.5.8.1,1.3.5.8.1,2.3.5.8.1,GA167,G14
Gastrointestinal,"Large bowel, rectum or anus",Haemorrhage,Colonic or rectal haemorrhage,3.6.15.1,1.3.6.15.1,2.3.6.15.1,GA21,G23
Gastrointestinal,"Large bowel, rectum or anus",Haemorrhage,Colo-vascular fistula,3.6.15.2,1.3.6.15.2,2.3.6.15.2,GA20,G23
Gastrointestinal,"Large bowel, rectum or anus",Haemorrhage,"Haemorrhage from large bowel, rectal or anal vascular abnormality",3.6.15.3,1.3.6.15.3,2.3.6.15.3,GA181,G23
Gastrointestinal,"Large bowel, rectum or anus",Haemorrhage,"Gastrointestinal haemorrhage, source not identified",3.6.15.4,1.3.6.15.4,2.3.6.15.4,GA173,G23
Gastrointestinal,"Large bowel, rectum or anus",Infection,Infective colitis or proctocolitis,3.6.27.1,1.3.6.27.1,2.3.6.27.1,GA50,G01
Gastrointestinal,"Large bowel, rectum or anus",Infection,Necrotising enterocolitis,3.6.27.2,1.3.6.27.2,2.3.6.27.2,GA83,G01
Gastrointestinal,"Large bowel, rectum or anus",Infection,Diverticulitis or diverticular abscess,3.6.27.3,1.3.6.27.3,2.3.6.27.3,GA24,G01
Gastrointestinal,"Large bowel, rectum or anus",Infection,Appendicitis or appendix abscess,3.6.27.4,1.3.6.27.4,2.3.6.27.4,GA6,G01
Gastrointestinal,"Large bowel, rectum or anus",Inflammation,"Crohn's disease of large bowel, rectum or anus",3.6.28.1,1.3.6.28.1,2.3.6.28.1,GA150,G35
Gastrointestinal,"Large bowel, rectum or anus",Inflammation,Ulcerative colitis,3.6.28.2,1.3.6.28.2,2.3.6.28.2,GA135,G35
Gastrointestinal,"Large bowel, rectum or anus",Inflammation,Toxic dilatation of large bowel,3.6.28.3,1.3.6.28.3,2.3.6.28.3,GA128,G35
Gastrointestinal,"Large bowel, rectum or anus",Inflammation,Diverticulitis or diverticular abscess,3.6.28.4,1.3.6.28.4,2.3.6.28.4,GA24,G01
Gastrointestinal,"Large bowel, rectum or anus",Inflammation,Appendicitis or appendix abscess,3.6.28.5,1.3.6.28.5,2.3.6.28.5,GA6,G01
Gastrointestinal,"Large bowel, rectum or anus",Inflammation,Ischaemic colitis,3.6.28.6,1.3.6.28.6,2.3.6.28.6,GA64,C12
Gastrointestinal,"Large bowel, rectum or anus",Inflammation,Radiation colitis or proctitis,3.6.28.7,1.3.6.28.7,2.3.6.28.7,GA182,G36
Gastrointestinal,"Large bowel, rectum or anus",Obstruction,Large bowel herniation,3.6.30.1,1.3.6.30.1,2.3.6.30.1,GA69,G26
Gastrointestinal,"Large bowel, rectum or anus",Obstruction,Large bowel volvulus,3.6.30.2,1.3.6.30.2,2.3.6.30.2,GA75,G26
Gastrointestinal,"Large bowel, rectum or anus",Obstruction,Large bowel adhesions,3.6.30.3,1.3.6.30.3,2.3.6.30.3,GA65,G26
Gastrointestinal,"Large bowel, rectum or anus",Obstruction,Large bowel intussusception or prolapse,3.6.30.4,1.3.6.30.4,2.3.6.30.4,GA73,G26
Gastrointestinal,"Large bowel, rectum or anus",Obstruction,Large bowel inflammatory masses,3.6.30.6,1.3.6.30.6,2.3.6.30.6,GA72,G26
Gastrointestinal,"Large bowel, rectum or anus",Obstruction,Functional obstruction or pseudo-obstruction,3.6.30.7,1.3.6.30.7,2.3.6.30.7,GA158,G26
Gastrointestinal,"Large bowel, rectum or anus",Obstruction,Malignant large bowel tumour,3.6.30.8,1.3.6.30.8,2.3.6.30.8,GA160,G02
Gastrointestinal,"Large bowel, rectum or anus",Obstruction,Villous adenoma or benign large bowel tumour,3.6.30.9,1.3.6.30.9,2.3.6.30.9,GA169,G02
Gastrointestinal,"Large bowel, rectum or anus",Tumour or malignancy,Malignant large bowel tumour,3.6.39.2,1.3.6.39.2,2.3.6.39.2,GA160,G02
Gastrointestinal,"Large bowel, rectum or anus",Tumour or malignancy,Villous adenoma or benign large bowel tumour,3.6.39.3,1.3.6.39.3,2.3.6.39.3,GA169,G02
Gastrointestinal,"Large bowel, rectum or anus",Vascular,Large bowel artery stenosis or occlusion,3.6.41.1,1.3.6.41.1,2.3.6.41.1,GA67,C12
Gastrointestinal,"Large bowel, rectum or anus",Vascular,Large bowel artery embolization,3.6.41.2,1.3.6.41.2,2.3.6.41.2,GA66,G13
Gastrointestinal,"Large bowel, rectum or anus",Vascular,Large bowel infarction due to primary vascular disease,3.6.41.3,1.3.6.41.3,2.3.6.41.3,GA71,C12
Gastrointestinal,"Large bowel, rectum or anus",Vascular,"Large bowel infarction due to herniation, volvulus or adhesions",3.6.41.4,1.3.6.41.4,2.3.6.41.4,GA70,G26
Gastrointestinal,"Large bowel, rectum or anus",Vascular,Ischaemic colitis,3.6.41.5,1.3.6.41.5,2.3.6.41.5,GA64,C12
Gastrointestinal,"Large bowel, rectum or anus","Trauma (or traumatic perforation, rupture or fistula)",Traumatic perforation or rupture of large bowel,3.6.56.1,1.3.6.56.1,2.3.6.56.1,GA131,G03
Gastrointestinal,"Large bowel, rectum or anus","Trauma (or traumatic perforation, rupture or fistula)",Instrumental damage to large bowel,3.6.56.2,1.3.6.56.2,2.3.6.56.2,GA57,G03
Gastrointestinal,"Large bowel, rectum or anus","Trauma (or traumatic perforation, rupture or fistula)",Trauma related large bowel fistula,3.6.56.3,1.3.6.56.3,2.3.6.56.3,GA198,G03
Gastrointestinal,"Large bowel, rectum or anus","Trauma (or traumatic perforation, rupture or fistula)","Non-accidental injury to large bowel, rectum or anus",3.6.56.4,1.3.6.56.4,2.3.6.56.4,GA84,G03
Gastrointestinal,"Large bowel, rectum or anus","Non-traumatic perforation, rupture or fistula",Non-traumatic perforation or rupture of large bowel,3.6.57.1,1.3.6.57.1,2.3.6.57.1,GA88,G26
Gastrointestinal,"Large bowel, rectum or anus","Non-traumatic perforation, rupture or fistula",Leaking large bowel anastomosis,3.6.57.2,1.3.6.57.2,2.3.6.57.2,GA141,G26
Gastrointestinal,"Large bowel, rectum or anus","Non-traumatic perforation, rupture or fistula",Non-trauma related large bowel fistula,3.6.57.3,1.3.6.57.3,2.3.6.57.3,GA199,G26
Gastrointestinal,"Large bowel, rectum or anus","Non-traumatic perforation, rupture or fistula",Colo-vascular fistula,3.6.57.4,1.3.6.57.4,2.3.6.57.4,GA20,G23
Gastrointestinal,"Large bowel, rectum or anus",Congenital or acquired deformity or abnormality,Imperforate anus or rectum,3.6.8.1,1.3.6.8.1,2.3.6.8.1,GA48,G14
Gastrointestinal,"Large bowel, rectum or anus",Congenital or acquired deformity or abnormality,Hirschsprung's disease,3.6.8.2,1.3.6.8.2,2.3.6.8.2,GA45,G14
Gastrointestinal,"Large bowel, rectum or anus",Congenital or acquired deformity or abnormality,Large bowel stoma,3.6.8.3,1.3.6.8.3,2.3.6.8.3,GA159,G14
Gastrointestinal,Liver or biliary tree,Haemorrhage,Variceal haemorrhage,3.7.15.1,1.3.7.15.1,2.3.7.15.1,GA136,G23
Gastrointestinal,Liver or biliary tree,Haemorrhage,Spontaneous subcapsular haematoma,3.7.15.2,1.3.7.15.2,2.3.7.15.2,GA127,G23
Gastrointestinal,Liver or biliary tree,Haemorrhage,Haemorrhage from biliary tree,3.7.15.3,1.3.7.15.3,2.3.7.15.3,GA13,G23
Gastrointestinal,Liver or biliary tree,Haemorrhage,Acute fatty liver of pregnancy,3.7.15.4,1.3.7.15.4,2.3.7.15.4,GA152,G36
Gastrointestinal,Liver or biliary tree,Infection,Infective hepatitis,3.7.27.2,1.3.7.27.2,2.3.7.27.2,GA52,G01
Gastrointestinal,Liver or biliary tree,Infection,Infective cholangitis,3.7.27.3,1.3.7.27.3,2.3.7.27.3,GA49,G01
Gastrointestinal,Liver or biliary tree,Infection,Hepatic abscess,3.7.27.4,1.3.7.27.4,2.3.7.27.4,GA41,G01
Gastrointestinal,Liver or biliary tree,Infection,Hydatid disease,3.7.27.5,1.3.7.27.5,2.3.7.27.5,GA46,G01
Gastrointestinal,Liver or biliary tree,Infection,Leptospirosis,3.7.27.6,1.3.7.27.6,2.3.7.27.6,GE29,R01
Gastrointestinal,Liver or biliary tree,Infection,Acute cholecystitis or empyema of gall bladder,3.7.27.7,1.3.7.27.7,2.3.7.27.7,GA189,G01
Gastrointestinal,Liver or biliary tree,Infection,Gangrenous gall bladder,3.7.27.8,1.3.7.27.8,2.3.7.27.8,GA33,G01
Gastrointestinal,Liver or biliary tree,Inflammation,Ischaemic hepatitis,3.7.28.10,1.3.7.28.10,2.3.7.28.10,GA183,C12
Gastrointestinal,Liver or biliary tree,Inflammation,Acute cholecystitis or empyema of gall bladder,3.7.28.11,1.3.7.28.11,2.3.7.28.11,GA189,G01
Gastrointestinal,Liver or biliary tree,Inflammation,Gangrenous gall bladder,3.7.28.12,1.3.7.28.12,2.3.7.28.12,GA33,G01
Gastrointestinal,Liver or biliary tree,Inflammation,Alcoholic cirrhosis,3.7.28.2,1.3.7.28.2,2.3.7.28.2,GA4,G35
Gastrointestinal,Liver or biliary tree,Inflammation,Acute alcoholic hepatitis,3.7.28.3,1.3.7.28.3,2.3.7.28.3,EN3,G36
Gastrointestinal,Liver or biliary tree,Inflammation,Drug induced hepatitis or hepatic necrosis,3.7.28.4,1.3.7.28.4,2.3.7.28.4,GA25,G36
Gastrointestinal,Liver or biliary tree,Inflammation,Chronic cirrhosis cause not defined,3.7.28.5,1.3.7.28.5,2.3.7.28.5,GA96,G35
Gastrointestinal,Liver or biliary tree,Inflammation,Sclerosing cholangitis,3.7.28.6,1.3.7.28.6,2.3.7.28.6,GA115,G35
Gastrointestinal,Liver or biliary tree,Inflammation,Reye's or Reye-like syndrome ,3.7.28.7,1.3.7.28.7,2.3.7.28.7,NE55,M27
Gastrointestinal,Liver or biliary tree,Inflammation,Autoimmune hepatitis,3.7.28.8,1.3.7.28.8,2.3.7.28.8,GA154,G36
Gastrointestinal,Liver or biliary tree,Inflammation,Acute fatty liver of pregnancy,3.7.28.9,1.3.7.28.9,2.3.7.28.9,GA152,G36
Gastrointestinal,Liver or biliary tree,Obstruction,Biliary tree obstruction,3.7.30.1,1.3.7.30.1,2.3.7.30.1,GA10,G26
Gastrointestinal,Liver or biliary tree,Obstruction,Biliary atresia,3.7.30.2,1.3.7.30.2,2.3.7.30.2,GA8,G14
Gastrointestinal,Liver or biliary tree,Obstruction,Sclerosing cholangitis,3.7.30.3,1.3.7.30.3,2.3.7.30.3,GA115,G35
Gastrointestinal,Liver or biliary tree,Obstruction,Cholelithiasis (gall stones),3.7.30.4,1.3.7.30.4,2.3.7.30.4,GA18,G26
Gastrointestinal,Liver or biliary tree,Transplant (or related),Liver allograft recipient,3.7.37.1,1.3.7.37.1,2.3.7.37.1,GA78,G33
Gastrointestinal,Liver or biliary tree,Transplant (or related),Liver allograft rejection,3.7.37.2,1.3.7.37.2,2.3.7.37.2,GA79,G33
Gastrointestinal,Liver or biliary tree,Transplant (or related),Liver allograft donor,3.7.37.3,1.3.7.37.3,2.3.7.37.3,GA188,G33
Gastrointestinal,Liver or biliary tree,Tumour or malignancy,Primary hepatic tumour,3.7.39.1,1.3.7.39.1,2.3.7.39.1,GA109,G02
Gastrointestinal,Liver or biliary tree,Tumour or malignancy,Secondary hepatic tumour,3.7.39.2,1.3.7.39.2,2.3.7.39.2,GA116,G02
Gastrointestinal,Liver or biliary tree,Tumour or malignancy,Biliary tree tumour,3.7.39.3,1.3.7.39.3,2.3.7.39.3,GA11,G02
Gastrointestinal,Liver or biliary tree,Tumour or malignancy,Carcinoid tumour,3.7.39.4,1.3.7.39.4,2.3.7.39.4,GA17,G02
Gastrointestinal,Liver or biliary tree,Vascular,Gangrenous gall bladder,3.7.41.1,1.3.7.41.1,2.3.7.41.1,GA33,G01
Gastrointestinal,Liver or biliary tree,Vascular,Portal vein occlusion or thrombosis,3.7.41.2,1.3.7.41.2,2.3.7.41.2,GA108,C12
Gastrointestinal,Liver or biliary tree,Vascular,Hepatic vein occlusion or thrombosis,3.7.41.3,1.3.7.41.3,2.3.7.41.3,GA187,C12
Gastrointestinal,Liver or biliary tree,Vascular,Hepatic artery aneurysm,3.7.41.4,1.3.7.41.4,2.3.7.41.4,GA42,C12
Gastrointestinal,Liver or biliary tree,Vascular,Hepatic infarction,3.7.41.5,1.3.7.41.5,2.3.7.41.5,GA43,C12
Gastrointestinal,Liver or biliary tree,Vascular,Portal hypertension,3.7.41.6,1.3.7.41.6,2.3.7.41.6,GA107,C12
Gastrointestinal,Liver or biliary tree,"Trauma (or traumatic perforation, laceration, rupture or fistula)",Traumatic rupture or laceration of liver,3.7.56.1,1.3.7.56.1,2.3.7.56.1,GA148,G03
Gastrointestinal,Liver or biliary tree,"Trauma (or traumatic perforation, laceration, rupture or fistula)",Traumatic perforation or rupture of biliary tree or gall bladder,3.7.56.2,1.3.7.56.2,2.3.7.56.2,GA204,G03
Gastrointestinal,Liver or biliary tree,"Trauma (or traumatic perforation, laceration, rupture or fistula)",Instrumental damage to liver or biliary tree,3.7.56.3,1.3.7.56.3,2.3.7.56.3,GA58,G03
Gastrointestinal,Liver or biliary tree,"Trauma (or traumatic perforation, laceration, rupture or fistula)",Trauma related biliary fistula,3.7.56.4,1.3.7.56.4,2.3.7.56.4,GA200,G03
Gastrointestinal,Liver or biliary tree,"Trauma (or traumatic perforation, laceration, rupture or fistula)",Traumatic damage to hepatic vessels,3.7.56.5,1.3.7.56.5,2.3.7.56.5,GA216,G03
Gastrointestinal,Liver or biliary tree,"Trauma (or traumatic perforation, laceration, rupture or fistula)",Instrumental damage to hepatic vessels,3.7.56.6,1.3.7.56.6,2.3.7.56.6,GA217,G03
Gastrointestinal,Liver or biliary tree,"Non-traumatic aneurysm, perforation, rupture or fistula",Non-traumatic rupture of liver,3.7.57.1,1.3.7.57.1,2.3.7.57.1,GA203,G26
Gastrointestinal,Liver or biliary tree,"Non-traumatic aneurysm, perforation, rupture or fistula",Non-traumatic perforation or rupture of biliary tree or gall bladder,3.7.57.2,1.3.7.57.2,2.3.7.57.2,GA205,G26
Gastrointestinal,Liver or biliary tree,"Non-traumatic aneurysm, perforation, rupture or fistula",Hepatic artery aneurysm,3.7.57.3,1.3.7.57.3,2.3.7.57.3,GA42,C12
Gastrointestinal,Liver or biliary tree,"Non-traumatic aneurysm, perforation, rupture or fistula",Non-trauma related biliary fistula,3.7.57.4,1.3.7.57.4,2.3.7.57.4,GA201,G26
Gastrointestinal,Liver or biliary tree,"Non-traumatic aneurysm, perforation, rupture or fistula",Leaking biliary anastomosis,3.7.57.5,1.3.7.57.5,2.3.7.57.5,GA143,G26
Gastrointestinal,Liver or biliary tree,Congenital or acquired deformity or abnormality,Biliary atresia,3.7.8.1,1.3.7.8.1,2.3.7.8.1,GA8,G14
Gastrointestinal,Liver or biliary tree,Congenital or acquired deformity or abnormality,Cholelithiasis (gall stones),3.7.8.2,1.3.7.8.2,2.3.7.8.2,GA18,G26
Gastrointestinal,Liver or biliary tree,Congenital or acquired deformity or abnormality,Cystic liver disease,3.7.8.3,1.3.7.8.3,2.3.7.8.3,GA102,G14
Gastrointestinal,Spleen,Tumour or malignancy,Hypersplenism,3.8.39.1,1.3.8.39.1,2.3.8.39.1,GA47,G02
Gastrointestinal,Spleen,Tumour or malignancy,Lymphoma,3.8.39.2,1.3.8.39.2,2.3.8.39.2,GA80,H02
Gastrointestinal,Spleen,Trauma (or traumatic rupture or laceration),Traumatic rupture or laceration of spleen,3.8.56.1,1.3.8.56.1,2.3.8.56.1,GA149,G03
Gastrointestinal,Spleen,Trauma (or traumatic rupture or laceration),Instrumental damage to spleen,3.8.56.2,1.3.8.56.2,2.3.8.56.2,GA184,G03
Gastrointestinal,Spleen,Non-traumatic rupture,Non-traumatic rupture of spleen,3.8.57.1,1.3.8.57.1,2.3.8.57.1,GA126,G23
Gastrointestinal,Spleen,Congenital or acquired deformity or abnormality,Splenic cyst,3.8.8.1,1.3.8.8.1,2.3.8.8.1,GA185,G14
Gastrointestinal,Pancreas,Haemorrhage,Pancreatic haemorrhage,3.9.15.1,1.3.9.15.1,2.3.9.15.1,GA144,G23
Gastrointestinal,Pancreas,Infection,Pancreatic abscess or infected pseudocyst,3.9.27.1,1.3.9.27.1,2.3.9.27.1,GA103,G01
Gastrointestinal,Pancreas,Infection,Infective pancreatitis,3.9.27.2,1.3.9.27.2,2.3.9.27.2,GA54,G01
Gastrointestinal,Pancreas,Inflammation,Acute pancreatitis,3.9.28.1,1.3.9.28.1,2.3.9.28.1,GA3,G01
Gastrointestinal,Pancreas,Inflammation,"Chronic pancreatitis, not alcohol induced",3.9.28.2,1.3.9.28.2,2.3.9.28.2,GA19,G35
Gastrointestinal,Pancreas,Inflammation,Alcohol-induced chronic pancreatitis,3.9.28.3,1.3.9.28.3,2.3.9.28.3,GA153,G35
Gastrointestinal,Pancreas,Inflammation,Cytomegaloviral pancreatitis,3.9.28.4,1.3.9.28.4,2.3.9.28.4,GA157,G01
Gastrointestinal,Pancreas,Inflammation,Mumps pancreatitis,3.9.28.5,1.3.9.28.5,2.3.9.28.5,GA165,G01
Gastrointestinal,Pancreas,Inflammation,Traumatic pancreatitis or traumatic damage to pancreas,3.9.28.6,1.3.9.28.6,2.3.9.28.6,GA132,G03
Gastrointestinal,Pancreas,Transplant (or related),Pancreas or kidney/pancreas allograft,3.9.37.1,1.3.9.37.1,2.3.9.37.1,GA166,G33
Gastrointestinal,Pancreas,Tumour or malignancy,Pancreatic or pancreato-duodenal tumour,3.9.39.1,1.3.9.39.1,2.3.9.39.1,GA105,G02
Gastrointestinal,Pancreas,Trauma (or trauma related fistula),Traumatic pancreatitis or traumatic damage to pancreas,3.9.56.1,1.3.9.56.1,2.3.9.56.1,GA132,G03
Gastrointestinal,Pancreas,Trauma (or trauma related fistula),Instrumental damage to pancreatic duct,3.9.56.2,1.3.9.56.2,2.3.9.56.2,GA60,G03
Gastrointestinal,Pancreas,Trauma (or trauma related fistula),Trauma related pancreatic fistula,3.9.56.3,1.3.9.56.3,2.3.9.56.3,GA190,G03
Gastrointestinal,Pancreas,Non-traumatic fistula,Non-trauma related pancreatic fistula,3.9.57.1,1.3.9.57.1,2.3.9.57.1,GA202,G26
Gastrointestinal,Pancreas,Congenital or acquired deformity or abnormality,Pancreatic pseudocyst,3.9.8.1,1.3.9.8.1,2.3.9.8.1,GA186,G35
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Haemorrhage,Epistaxis,4.1.15.2,1.4.1.15.2,2.4.1.15.2,RE3,R23
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Haemorrhage,Haemorrhage into upper airway,4.1.15.3,1.4.1.15.3,2.4.1.15.3,RE119,R23
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Haemorrhage,Extrinsic compression of airway by haematoma,4.1.15.4,1.4.1.15.4,2.4.1.15.4,RE44,R26
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Infection,"Mandible, facial bones, dental or salivary infection",4.1.27.1,1.4.1.27.1,2.4.1.27.1,RE71,R01
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Infection,Tonsil or pharyngeal infection,4.1.27.2,1.4.1.27.2,2.4.1.27.2,GA114,R01
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Infection,Orbital cellulitis,4.1.27.3,1.4.1.27.3,2.4.1.27.3,DE9,N01
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Infection,Respiratory sinus infection,4.1.27.4,1.4.1.27.4,2.4.1.27.4,RE118,R01
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Infection,Mastoid infection,4.1.27.5,1.4.1.27.5,2.4.1.27.5,NE81,N01
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Tumour or malignancy,Head or neck tumour not intraoral or intranasal,4.1.39.1,1.4.1.39.1,2.4.1.39.1,RE54,N02
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Tumour or malignancy,Ocular tumour,4.1.39.3,1.4.1.39.3,2.4.1.39.3,NE52,N02
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Tumour or malignancy,Malignant neoplasm of oropharynx,4.1.39.4,1.4.1.39.4,2.4.1.39.4,GA164,R02
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Tumour or malignancy,Malignant neoplasm of nasopharynx,4.1.39.5,1.4.1.39.5,2.4.1.39.5,GA162,R02
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Tumour or malignancy,Malignant neoplasm of hypopharynx,4.1.39.6,1.4.1.39.6,2.4.1.39.6,GA161,R02
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Vascular,Carotid or vertebral artery stenosis or occlusion,4.1.41.1,1.4.1.41.1,2.4.1.41.1,NE89,C12
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Vascular,Traumatic rupture or puncture of carotid or vertebral artery,4.1.41.3,1.4.1.41.3,2.4.1.41.3,NE87,C03
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Vascular,Instrumental damage to carotid or vertebral artery,4.1.41.4,1.4.1.41.4,2.4.1.41.4,NE19,C03
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Vascular,Extracranial or neck arterio-venous malformation or haemangioma,4.1.41.5,1.4.1.41.5,2.4.1.41.5,CA13,C14
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Vascular,Vasculitis of cerebral circulation,4.1.41.6,1.4.1.41.6,2.4.1.41.6,NE40,C12
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Vascular,Vascular lesion of eyes,4.1.41.7,1.4.1.41.7,2.4.1.41.7,NE61,C12
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Vascular,Traumatic carotid or vertebral artery aneurysm or dissection,4.1.41.8,1.4.1.41.8,2.4.1.41.8,NE90,C03
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Vascular,Non-traumatic carotid or vertebral artery aneurysm or dissection,4.1.41.9,1.4.1.41.9,2.4.1.41.9,NE91,C12
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Trauma,"Trauma to mouth, mandible, pharynx or facial bones",4.1.56.1,1.4.1.56.1,2.4.1.56.1,NE50,R03
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Trauma,Ocular trauma,4.1.56.2,1.4.1.56.2,2.4.1.56.2,NE51,N03
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Trauma,Traumatic carotid or vertebral artery aneurysm or dissection,4.1.56.3,1.4.1.56.3,2.4.1.56.3,NE90,C03
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Non-traumatic aneurysm or dissection,Non-traumatic carotid or vertebral artery aneurysm or dissection,4.1.57.1,1.4.1.57.1,2.4.1.57.1,NE91,C12
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Congenital or acquired deformity or abnormality,"Mouth, mandible, pharynx or facial bones deformity",4.1.8.1,1.4.1.8.1,2.4.1.8.1,NE25,R14
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Congenital or acquired deformity or abnormality,Cystic hygroma,4.1.8.2,1.4.1.8.2,2.4.1.8.2,NE11,N14
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Congenital or acquired deformity or abnormality,Extracranial or neck arterio-venous malformation or haemangioma,4.1.8.3,1.4.1.8.3,2.4.1.8.3,CA13,C14
Neurological (incl eyes),"Head, neck (extracranial) or eyes",Congenital or acquired deformity or abnormality,Cholesteatoma,4.1.8.4,1.4.1.8.4,2.4.1.8.4,NE65,N02
Neurological (incl eyes),"Brain, CSF, meninges or skull vault",Haemorrhage,Non-traumatic subarachnoid haemorrhage,4.2.15.2,1.4.2.15.2,2.4.2.15.2,NE35,N06
